chr	start	end	target	0	strand
chr3	20174244	21145967		0	+
chr3	30670453	30674301		0	+
chr3	39392004	39397181		0	+
chr3	50341387	50341708		0	+
chr3	53770165	53773832		0	+
chr3	58132367	58132933		0	+
chr3	58408914	58459793		0	+
chr3	58428255	58428815		0	+
chr3	72590219	73398814		0	+
chr3	101676430	101718569		0	+
chr3	113785168	113815439		0	+
chr3	121768844	121771978		0	+
chr3	123692463	123718005		0	+
chr3	124730478	124737817		0	+
chr3	129456332	129459636		0	+
chr3	130997721	131016708		0	+
chr3	133934799	133945392		0	+
chr3	136327618	136330169		0	+
chr3	142447861	142462090		0	+
chr3	148990601	148992566		0	+
chr3	165072102	165082156		0	+
chr3	177049996	177051700		0	+
chr3	183015218	183026711		0	+
chr3	185499059	185552690		0	+
chr3	186732520	186741906		0	+
chr3	196474801	196475394		0	+
chr3	4361288	4376382		0	-
chr3	4465743	4468151		0	-
chr3	9727113	9747214		0	-
chr3	10148326	10153298		0	-
chr3	12430223	12434194		0	-
chr3	12507054	12539623		0	-
chr3	12583603	12586053		0	-
chr3	14145311	14148652		0	-
chr3	43366342	43549846		0	-
chr3	46857877	46863432		0	-
chr3	46998429	46999551		0	-
chr3	47062254	47080687		0	-
chr3	47113122	47117382		0	-
chr3	48666692	48938913		0	-
chr3	50260397	50301818		0	-
chr3	52402779	52403598		0	-
chr3	53178408	53179748		0	-
chr3	69000976	69004709		0	-
chr3	81489707	81499223		0	-
chr3	100297922	100299338		0	-
chr3	113799578	113811054		0	-
chr3	120078961	120267960		0	-
chr3	122283912	122284438		0	-
chr3	123241532	123296152		0	-
chr3	128804998	128873360		0	-
chr3	136365862	136369163		0	-
chr3	158230042	158299707		0	-
chr3	158666241	158672672		0	-
chr3	165023594	165040955		0	-
chr3	165063113	165065881		0	-
chr3	180584065	180630667		0	-
chr3	183632057	183665489		0	-
chr3	184074024	184155299		0	-
chr3	196487551	196503718		0	-
chr4	1801463	1803739		0	+
chr4	5711152	5830774		0	+
chr4	6253462	6286587		0	+
chr4	13264277	13540326		0	+
chr4	39204141	39211635		0	+
chr4	39315491	39343352		0	+
chr4	42062989	42078908		0	+
chr4	76158741	76336096		0	+
chr4	82373451	82384335		0	+
chr4	103644515	103673206		0	+
chr4	106316570	106327513		0	+
chr4	121036531	121037608		0	+
chr4	122229143	122239929		0	+
chr4	123396831	123962924		0	+
chr4	152320355	152324165		0	+
chr4	177442189	177697866		0	+
chr4	185145808	185147268		0	+
chr4	186191819	186192647		0	+
chr4	186625031	186628760		0	+
chr4	784958	826101		0	-
chr4	6286595	6290831		0	-
chr4	13367733	13381527		0	-
chr4	13427888	13484322		0	-
chr4	39223696	39225981		0	-
chr4	87542770	87733956		0	-
chr4	101195953	101347493		0	-
chr4	125316538	125317710		0	-
chr4	125446292	125451798		0	-
chr4	150265041	150282545		0	-
chr4	186653121	186737991		0	-
chr5	36114494	36117955		0	+
chr5	36876791	36984965		0	+
chr5	40937587	40947845		0	+
chr5	41082551	41161421		0	+
chr5	68223689	68241650		0	+
chr5	71652716	71658699		0	+
chr5	78780021	78780665		0	+
chr5	80761561	80768946		0	+
chr5	87155904	87283772		0	+
chr5	88711583	88731489		0	+
chr5	95961470	96696059		0	+
chr5	114083875	114389049		0	+
chr5	119473787	119474878		0	+
chr5	132386974	132388019		0	+
chr5	137679455	137709864		0	+
chr5	141528798	141529734		0	+
chr5	148086481	148095864		0	+
chr5	148108238	148112879		0	+
chr5	148131255	148137281		0	+
chr5	149044297	149087317		0	+
chr5	177515928	177516760		0	+
chr5	177600163	177605215		0	+
chr5	1208315	1213581		0	-
chr5	1416582	1433067		0	-
chr5	32763500	32852712		0	-
chr5	37238520	37240221		0	-
chr5	38501923	38504109		0	-
chr5	56864258	56867013		0	-
chr5	58991964	59039516		0	-
chr5	68995440	69125539		0	-
chr5	87376256	87377180		0	-
chr5	96762728	96783097		0	-
chr5	131175379	131204616		0	-
chr5	131677859	131710627		0	-
chr5	132393853	132397403		0	-
chr5	140688821	140691368		0	-
chr5	141418199	141512943		0	-
chr5	141571926	141574093		0	-
chr5	150118749	150123063		0	-
chr5	157711618	157731684		0	-
chr5	161842501	161933895		0	-
chr5	162097666	162104033		0	-
chr5	170050243	170081945		0	-
chr5	177245617	177251565		0	-
chr5	178986539	178989281		0	-
chr5	159310832	159805536		0	+
chr6	1575184	1653965		0	+
chr6	3156308	3157544		0	+
chr6	25992699	26271353		0	+
chr6	26100635	26107583		0	+
chr6	26204366	26204807		0	+
chr6	29605488	29618535		0	+
chr6	31684024	31687934		0	+
chr6	31967296	31968976		0	+
chr6	32087453	32093094		0	+
chr6	33200918	33202681		0	+
chr6	36542156	36992243		0	+
chr6	43048342	43051948		0	+
chr6	51909276	51909481		0	+
chr6	52069157	52072772		0	+
chr6	56620373	56635719		0	+
chr6	64435754	64469500		0	+
chr6	70279480	70298877		0	+
chr6	75897479	75908566		0	+
chr6	75914257	75916227		0	+
chr6	111482713	111602930		0	+
chr6	118558842	118560599		0	+
chr6	123333242	123339509		0	+
chr6	123481303	123513455		0	+
chr6	136825229	136913930		0	+
chr6	139239328	139457998		0	+
chr6	149369904	149378884		0	+
chr6	150370533	150389663		0	+
chr6	151421241	151436560		0	+
chr6	152440832	152444413		0	+
chr6	158165166	158183019		0	+
chr6	158174834	158192412		0	+
chr6	158988178	159064925		0	+
chr6	166383154	166421689		0	+
chr6	170561876	170569783		0	+
chr6	10779409	10802591		0	-
chr6	21526033	21595593		0	-
chr6	21594143	21610464		0	-
chr6	30723105	30724195		0	-
chr6	31792294	31795640		0	-
chr6	31934474	31941724		0	-
chr6	32569226	32586201		0	-
chr6	33679116	33684690		0	-
chr6	33771230	33776979		0	-
chr6	35190825	35259963		0	-
chr6	35313124	35319151		0	-
chr6	36254514	36304667		0	-
chr6	36294188	36294394		0	-
chr6	42964011	42964876		0	-
chr6	43519180	43519724		0	-
chr6	44138452	44153864		0	-
chr6	54189862	54191631		0	-
chr6	69675805	69719081		0	-
chr6	69748881	69752328		0	-
chr6	72621245	72623584		0	-
chr6	73003874	73070651		0	-
chr6	75857095	75858996		0	-
chr6	78982905	78985571		0	-
chr6	79917850	79925023		0	-
chr6	85558034	85593800		0	-
chr6	87151078	87155943		0	-
chr6	104831129	104845820		0	-
chr6	106597790	106608887		0	-
chr6	110099821	110108569		0	-
chr6	123337619	123439002		0	-
chr6	131839362	131848196		0	-
chr6	149369900	149378912		0	-
chr6	152121693	152133462		0	-
chr6	1453308	1642761		0	-
chr7	23257035	23261782		0	+
chr7	25023937	25222450		0	+
chr7	26369921	26462891		0	+
chr7	27095648	27107474		0	+
chr7	50499253	50510957		0	+
chr7	65781538	66542549		0	+
chr7	80662004	80664839		0	+
chr7	81766022	81770146		0	+
chr7	87446014	87585473		0	+
chr7	100651107	100655192		0	+
chr7	103496645	103542850		0	+
chr7	105563912	105567675		0	+
chr7	122092156	122098748		0	+
chr7	123662880	123664285		0	+
chr7	143319204	143320681		0	+
chr7	155803449	155812567		0	+
chr7	155810741	155812084		0	+
chr7	23006285	23387606		0	-
chr7	30384230	31211456		0	-
chr7	66991279	66995549		0	-
chr7	76006795	76279258		0	-
chr7	83155910	83162801		0	-
chr7	100802567	100805228		0	-
chr7	107459466	107580149		0	-
chr7	120274728	120275742		0	-
chr7	120855133	120857947		0	-
chr7	142321049	142801427		0	-
chr7	149858400	150047658		0	-
chr7	114846008	115018591		0	-
chr8	6621520	6643619		0	+
chr8	19960935	19966121		0	+
chr8	37742125	37747998		0	+
chr8	38455160	38457473		0	+
chr8	42271317	42297894		0	+
chr8	43174208	43180792		0	+
chr8	60209347	60237348		0	+
chr8	60742850	60781366		0	+
chr8	67158464	67175341		0	+
chr8	71211570	71215595		0	+
chr8	104428598	104431073		0	+
chr8	132866966	132873161		0	+
chr8	140534044	140536279		0	+
chr8	143868172	143922806		0	+
chr8	15705444	15887309		0	-
chr8	24954244	24956373		0	-
chr8	38143659	38145274		0	-
chr8	61502795	61517578		0	-
chr8	81658019	81660537		0	-
chr8	93752528	93769662		0	-
chr8	95037142	95048716		0	-
chr8	142740953	142742399		0	-
chr8	143414577	143431354		0	-
chr8	144318452	144319957		0	-
chr8	48556312	48793655		0	+
chr9	2648722	2654340		0	+
chr9	14779730	14795480		0	+
chr9	21994130	22876946		0	+
chr9	27228239	27230166		0	+
chr9	32541773	32543922		0	+
chr9	34655191	34895162		0	+
chr9	35066674	35066906		0	+
chr9	35073732	35079607		0	+
chr9	72639210	72655616		0	+
chr9	74769489	74778368		0	+
chr9	91719773	91727527		0	+
chr9	95105562	95141733		0	+
chr9	95147217	95161286		0	+
chr9	95169743	95172080		0	+
chr9	96246462	96282815		0	+
chr9	105318213	105644616		0	+
chr9	105655879	105742483		0	+
chr9	105694585	105775217		0	+
chr9	128199788	128230290		0	+
chr9	128250778	128255233		0	+
chr9	128493827	128518878		0	+
chr9	128615230	128624377		0	+
chr9	132909837	132935004		0	+
chr9	134754117	134755329		0	+
chr9	2411589	2641395		0	-
chr9	13113176	13115950		0	-
chr9	26907015	26913920		0	-
chr9	34653307	34660442		0	-
chr9	35056558	35059561		0	-
chr9	35682010	35689919		0	-
chr9	35745292	35762850		0	-
chr9	69118357	69225614		0	-
chr9	74633059	74639240		0	-
chr9	78325254	78335465		0	-
chr9	95928633	95929235		0	-
chr9	98732385	98774071		0	-
chr9	114159359	114178229		0	-
chr9	120924458	121003541		0	-
chr9	120980779	120997625		0	-
chr9	122144062	122159739		0	-
chr9	127492552	127495804		0	-
chr9	127690098	127690840		0	-
chr9	128982624	128985019		0	-
chr9	129807015	129818016		0	-
chr9	130469722	130471709		0	-
chr9	130695426	130712962		0	-
chr9	135771038	135782848		0	-
chr9	136432583	136432783		0	-
chr9	137156862	137165886		0	-
chr9	137798004	137806649		0	-
chr9	137814356	137827800		0	-
chr9	95506188	95569883		0	+
chrX	10202339	10325323		0	+
chrX	10469687	10482636		0	+
chrX	18984194	19083161		0	+
chrX	20073554	20176818		0	+
chrX	21992642	21994827		0	+
chrX	32490678	32501953		0	+
chrX	37773667	37783899		0	+
chrX	40071944	40077957		0	+
chrX	41085451	41141106		0	+
chrX	41346595	41349438		0	+
chrX	47629507	47632454		0	+
chrX	63655500	63655740		0	+
chrX	65505106	65542602		0	+
chrX	71578058	71604612		0	+
chrX	80808868	80847560		0	+
chrX	108687564	108694921		0	+
chrX	108695380	108697545		0	+
chrX	111398329	111409053		0	+
chrX	115629241	115631327		0	+
chrX	115639371	115645479		0	+
chrX	132046303	132260492		0	+
chrX	134377639	134387589		0	+
chrX	139562511	139563454		0	+
chrX	150666471	150671596		0	+
chrX	10185030	10198034		0	-
chrX	18892784	18895158		0	-
chrX	18918846	18921045		0	-
chrX	48775614	48801611		0	-
chrX	49039189	49043323		0	-
chrX	53411787	53413135		0	-
chrX	53645389	53686628		0	-
chrX	71100118	71114917		0	-
chrX	83506023	83509214		0	-
chrX	110694163	110795794		0	-
chrX	122872202	123514530		0	-
chrX	129576301	129576543		0	-
chrX	129805353	129811444		0	-
chrX	153950053	153951130		0	-
chrX	155001371	155028742		0	-
chrX	155008437	155026998		0	-
chrX	15854420	15857160		0	+
chrX	41266098	41335029		0	-
chr1	43437594	43438149		0	+
chr1	94069972	94086462		0	+
chr1	99993602	100023455		0	+
chr1	109609565	109610139		0	+
chr1	109611311	109613065		0	+
chr1	114716435	114722514		0	+
chr1	150558983	150560925		0	+
chr1	160284365	160286955		0	+
chr1	205065224	205066289		0	+
chr1	205072035	205072969		0	+
chr1	29202207	29222701		0	-
chr1	110603996	110606364		0	-
chr1	119726999	119744212		0	-
chr1	153260115	153261538		0	-
chr1	160201164	160202051		0	-
chr1	196805580	196933955		0	-
chr1	235828282	235867020		0	-
chr10	8064108	8074506		0	+
chr10	14905805	14913472		0	+
chr10	73810669	73828609		0	+
chr10	129841777	129843879		0	+
chr10	11277978	11344786		0	-
chr10	93660233	93662437		0	-
chr10	93662605	93663629		0	-
chr10	133433868	133578501		0	-
chr11	74493380	74511511		0	+
chr11	93794250	93796479		0	+
chr11	93808726	93812395		0	+
chr11	101461725	101477974		0	+
chr11	123062339	123085754		0	+
chr11	31801617	31803673		0	-
chr11	66831882	66843340		0	-
chr11	68033111	68036346		0	-
chr11	94059705	94067866		0	-
chr12	51774240	51786771		0	+
chr12	102853541	102904920		0	+
chr12	110288127	110411789		0	+
chr12	121839791	121847089		0	+
chr12	11752164	11752906		0	-
chr12	111285171	111315087		0	-
chr12	120290416	120317575		0	-
chr13	23322301	23325700		0	-
chr13	47968628	48001266		0	-
chr13	76999256	77027142		0	-
chr13	110430800	110434436		0	-
chr13	110510637	110515246		0	-
chr14	21427603	21428255		0	+
chr14	22772586	22774035		0	+
chr14	22775253	22776517		0	+
chr14	23419033	23421482		0	+
chr14	92039542	92065643		0	+
chr14	101856840	101884306		0	+
chr15	82680545	82682808		0	+
chr15	45548335	45587705		0	-
chr15	66700379	66704291		0	-
chr15	80507906	80550297		0	-
chr15	84856391	84858801		0	-
chr15	89760482	89776582		0	-
chr16	8767994	8769557		0	+
chr16	16157032	16159058		0	+
chr16	29812276	29813796		0	+
chr16	57892948	57903113		0	+
chr16	66517112	66517779		0	+
chr16	69711206	69717335		0	+
chr16	89508424	89513516		0	+
chr16	56973763	56989399		0	-
chr16	72015032	72024681		0	-
chr17	1684459	1684712		0	+
chr17	8073524	8078405		0	+
chr17	50191849	50192534		0	+
chr17	50192993	50199087		0	+
chr17	50199811	50201647		0	+
chr17	61791376	61810842		0	+
chr17	82938224	82939396		0	+
chr17	5023539	5024822		0	-
chr17	7309801	7310308		0	-
chr17	31349328	31391523		0	-
chr17	50167219	50169705		0	-
chr18	70017575	70031390		0	-
chr19	17843918	17844261		0	+
chr19	35039194	35040448		0	+
chr19	49835868	49836818		0	+
chr19	55032137	55033620		0	+
chr19	13238965	13244675		0	-
chr19	13261464	13262901		0	-
chr19	34390479	34393295		0	-
chr19	48702517	48705102		0	-
chr2	1625086	1641639		0	+
chr2	1795525	1811526		0	+
chr2	135820256	135829678		0	+
chr2	178456009	178458627		0	+
chr2	218642119	218643230		0	+
chr2	226797431	226799220		0	+
chr2	32150442	32165739		0	-
chr2	47160082	47176601		0	-
chr2	71453088	71454446		0	-
chr2	85851508	85888910		0	-
chr2	127423756	127428399		0	-
chr2	209819896	209824535		0	-
chr2	218659811	218661201		0	-
chr2	237527035	237531237		0	-
chr2	241730872	241735463		0	-
chr20	40688468	40688861		0	+
chr20	46128183	46129661		0	+
chr20	58905398	58911022		0	+
chr20	32433619	32433903		0	-
chr20	45414645	45416858		0	-
chr21	34841124	34884995		0	+
chr21	44339122	44342412		0	+
chr21	46144214	46146372		0	+
chr21	44297662	44299991		0	-
chr22	42619464	42619831		0	+
chr22	19764364	19765112		0	-
chr22	41793832	41800519		0	-
chr3	81761307	81761666		0	+
chr3	196502892	196503533		0	+
chr3	14141443	14144509		0	-
chr3	33110766	33114521		0	-
chr3	49095933	49098959		0	-
chr3	52398575	52400124		0	-
chr3	136249754	136250543		0	-
chr3	196657026	196664677		0	-
chr4	102760616	102762188		0	+
chr4	106250545	106256330		0	+
chr4	76163209	76166864		0	-
chr4	76180735	76195845		0	-
chr4	128926278	128943097		0	-
chr5	16465897	16486596		0	+
chr5	33942966	33945671		0	+
chr5	55226622	55232017		0	+
chr5	69115380	69129974		0	+
chr5	78984686	78987161		0	+
chr5	90846390	90848821		0	+
chr5	14273935	14286602		0	-
chr5	87389303	87392824		0	-
chr5	126583932	126594439		0	-
chr5	131198288	131224468		0	-
chr6	10404545	10404960		0	+
chr6	35497167	35508496		0	+
chr6	35498014	35499762		0	+
chr6	41155425	41177570		0	+
chr6	75202280	75203543		0	+
chr6	138106558	138108659		0	+
chr6	156829227	156870384		0	+
chr6	3104423	3118597		0	-
chr6	33424132	33426547		0	-
chr6	42694517	42698473		0	-
chr7	5527240	5527807		0	+
chr7	76318249	76330301		0	+
chr7	96321540	96326789		0	+
chr7	99763378	99765462		0	+
chr7	107234143	107261240		0	+
chr7	114288019	114642546		0	+
chr7	39947519	39950793		0	-
chr7	66092769	66097661		0	-
chr7	74048744	74062301		0	-
chr7	94418419	94431219		0	-
chr7	103292584	103297726		0	-
chr7	143348112	143353126		0	-
chr8	15743574	15764460		0	+
chr8	24955353	24957113		0	+
chr8	42842981	42844779		0	+
chr8	93814983	93816696		0	+
chr8	115576608	115587053		0	+
chr8	15540287	15540556		0	-
chr8	37753666	37762480		0	-
chr8	48723394	48735311		0	-
chr8	99655341	99782722		0	-
chr8	99870651	99872937		0	-
chr8	133238583	133242071		0	-
chr8	143157915	143231382		0	-
chr9	106923353	106924174		0	+
chr9	130480100	130480459		0	+
chr9	6553432	6554909		0	-
chr9	105693392	105695173		0	-
chr9	114167933	114169318		0	-
chr9	137234116	137240803		0	-
chr9	137241674	137242815		0	-
chrX	40580982	40600881		0	+
chrX	64189863	64193331		0	+
chrX	108623784	108626240		0	+
chrX	14690077	14752616		0	-
chrX	15825645	15854932		0	-
chrX	17635512	17737080		0	-
chrX	22124282	22134848		0	-
chrX	70274126	70280806		0	-
chrX	101370039	101375284		0	-
chrX	154760292	154763533		0	-
chr16	28341434	29370272		0	+
chr2	29841187	29955405		0	-
chr7	130790882	131111306		0	-
chr5	112419583	112420978		0	+
chr20	22534664	22578962		0	-
chr8	127400399	127402150		0	+
chr18	70335319	70357451		0	-
chrX	73817775	73852753		0	-
chr22	30969211	30979460		0	+
chr22	18970467	19031605		0	+
chrX	46545221	46559681		0	+
chr20	49276739	49361131		0	+
chr15	87576929	87579866		0	+
chr17	6762063	6776116		0	-
chr2	210617571	210619876		0	+
chr3	116642614	116723581		0	+
chr10	118046279	118216096		0	+
chr20	50040281	50041668		0	-
chr15	73566938	73569543		0	-
chr6	8102697	9294133		0	+
chr2	87454781	87636740		0	+
chrX	73944182	74070408		0	+
chr6	160003291	160007664		0	-
chr9	21410969	21592704		0	-
chr1	212851962	212858138		0	-
chr17	1710720	1717276		0	-
chr7	96950685	97014088		0	-
chr20	36045299	36063610		0	-
chr1	9181422	9196284		0	+
chr6	36673621	36675126		0	-
chr11	117288453	117293571		0	+
chr13	70078918	70149512		0	+
chr12	96984157	97844594		0	+
chr12	53962188	53974956		0	-
chr12	120201291	120215029		0	+
chr1	63320764	63324441		0	-
chr7	34346512	34916824		0	-
chr7	27129977	27155928		0	+
chr21	15928246	16646424		0	+
chr3	4740217	4751657		0	-
chr21	34745709	34787307		0	+
chr19	4758238	4785077		0	+
chr22	23490593	23548338		0	+
chr1	202810868	202814455		0	+
chr5	180823086	180832120		0	-
chr8	71828167	72121729		0	+
chr15	44524059	44537461		0	-
chr7	27184458	27192640		0	+
chr10	110868743	110872233		0	-
chr3	50094283	50100988		0	-
chr7	1738630	1742310		0	-
chr14	55488261	55580888		0	-
chr4	7754077	7778928		0	+
chr3	188148244	188154098		0	-
chr7	157010780	157049905		0	+
chr13	67326177	67380405		0	+
chr1	204368430	204369808		0	-
chr5	43570307	43603231		0	-
chr12	57726240	57732109		0	+
chr2	27889456	27891114		0	-
chr7	122144355	122314516		0	+
chr20	57709960	57718381		0	+
chr1	6781089	6785326		0	-
chr6	22124465	22222644		0	-
chr1	186680595	186684913		0	+
chr9	126407775	126410831		0	-
chrX	138711452	138725006		0	+
chr10	33055917	33117175		0	-
chr8	130295355	130296533		0	-
chr9	69296680	69311198		0	-
chr9	76691980	76863307		0	+
chr17	77086716	77099902		0	+
chr18	3458907	3486921		0	+
chr1	205434886	205456338		0	-
chr13	49956670	50125720		0	-
chr10	88991421	88992975		0	-
chr12	116533422	116536723		0	+
chr10	80206672	80225441		0	+
chr16	78219525	78242767		0	-
chr15	99014526	99043479		0	+
chr19	33302716	33313294		0	+
chr7	41692540	41779388		0	+
chr2	111005119	111699033		0	-
chr2	118128776	118224502		0	-
chr2	192749008	192783952		0	+
chr1	173862152	173863942		0	+
chr7	47761476	47766772		0	+
chr6	21664185	22677745		0	+
chr7	27107777	27139583		0	+
chr8	66921684	66926398		0	-
chr6	71187574	71477490		0	-
chr14	28771676	28823817		0	+
chr9	86948044	87005692		0	+
chr11	65419566	65445540		0	+
chr11	62851874	62856011		0	-
chr8	143362526	143368635		0	-
chr7	148987527	148990492		0	+
chr5	88499583	88691057		0	-
chr13	106374477	106384411		0	+
chr8	143279656	143285597		0	-
chr21	44414588	44425563		0	-
chr5	2712591	2715237		0	+
chr12	113583627	113773732		0	-
chr18	57054558	57072314		0	-
chr12	31019434	31073848		0	-
chr17	41549606	41554495		0	-
chr3	194262757	194323537		0	-
chr3	152209636	152269626		0	-
chrX	1401769	1414028		0	+
chrY	1401769	1414028		0	+
chr14	105917979	105932642		0	+
chrX	134540009	134549644		0	-
chr12	121780952	121803924		0	-
chr6	26521706	26528653		0	+
chr13	44397725	44416774		0	-
chr2	898919	905710		0	-
chr8	56493948	56559845		0	-
chr1	159958035	159990673		0	+
chr19	56477250	56504362		0	+
chr7	44977834	45000100		0	-
chr8	9885848	9906678		0	-
chr20	22587522	22607971		0	-
chr19	58347316	58361827		0	+
chr3	64684744	65064831		0	+
chr11	128690442	128696024		0	-
chr6	167821421	167826812		0	-
chr21	44999208	45004728		0	-
chr14	100779410	101027415		0	+
chr5	140562443	140592123		0	-
chr14	19046682	19129039		0	+
chr9	27235684	27282793		0	-
chr2	144518097	144521491		0	+
chr22	26646428	26853001		0	+
chr10	6779510	6882907		0	+
chr1	3734286	3747375		0	-
chr6	165901877	165988048		0	-
chr17	72323123	72641375		0	-
chr5	142317620	142318322		0	-
chr13	102394578	102395705		0	+
chr13	50726113	50849905		0	+
chr2	180678002	180921247		0	+
chr4	52712258	52720660		0	+
chr16	54845189	54930942		0	-
